Date : 2025-06-03 20:27:34
Directory : c:\Users\Aqua\Programming\AeroJS
Total : 557 files,  163665 codes, 53095 comments, 40663 blanks, all 257423 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_code_generator.cpp                               | C++        |        258 |         72 |         77 |        407 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_code_generator.h                                 | C++        |        105 |        200 |         41 |        346 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_logger.cpp                                       | C++        |        625 |         69 |        181 |        875 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_logger.h                                         | C++        |        206 |        347 |         91 |        644 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_optimizer.cpp                                    | C++        |      1,700 |        298 |        328 |      2,326 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_optimizer.h                                      | C++        |        265 |        247 |         52 |        564 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_performance_analyzer.cpp                         | C++        |        847 |        126 |        225 |      1,198 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_performance_analyzer.h                           | C++        |        188 |         53 |         60 |        301 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_visualization.cpp                                | C++        |        707 |         92 |        159 |        958 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_visualization.h                                  | C++        |        177 |        197 |         45 |        419 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_visualizer.cpp                                   | C++        |        850 |         81 |        193 |      1,124 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\ic_visualizer.h                                     | C++        |        213 |        169 |         46 |        428 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\inline_cache.cpp                                    | C++        |        369 |         85 |        107 |        561 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\inline_cache.h                                      | C++        |        639 |        188 |        157 |        984 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\riscv_ic_generator.cpp                              | C++        |        362 |        264 |        182 |        808 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\riscv_ic_generator.h                                | C++        |         17 |         41 |         10 |         68 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ic\x86_64_ic_generator.cpp                             | C++        |        297 |        210 |        133 |        640 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\constant_folding.cpp                                | C++        |        330 |         57 |         72 |        459 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\dead_code_elimination.cpp                           | C++        |        175 |         21 |         38 |        234 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir.h                                                | C++        |        282 |        111 |         52 |        445 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_builder.cpp                                      | C++        |        933 |        206 |        190 |      1,329 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_builder.h                                        | C++        |        315 |        112 |         59 |        486 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_function.cpp                                     | C++        |        658 |         86 |        195 |        939 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_function.h                                       | C++        |        247 |         61 |         74 |        382 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_graph.cpp                                        | C++        |        778 |        107 |        191 |      1,076 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_graph.h                                          | C++        |        505 |        169 |        141 |        815 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_instruction.cpp                                  | C++        |        370 |         22 |         63 |        455 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_instruction.h                                    | C++        |        322 |         55 |         75 |        452 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_optimizer.cpp                                    | C++        |      1,852 |        402 |        388 |      2,642 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_optimizer.h                                      | C++        |        116 |        196 |         52 |        364 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_validator.cpp                                    | C++        |        637 |         76 |        104 |        817 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\ir_validator.h                                      | C++        |         53 |         13 |         18 |         84 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\type_analyzer.cpp                                   | C++        |        614 |        117 |        129 |        860 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\type_analyzer.h                                     | C++        |        145 |        126 |         46 |        317 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\type_specialization.cpp                             | C++        |        287 |         39 |         64 |        390 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\type_specializer.cpp                                | C++        |      1,292 |        190 |        219 |      1,701 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\ir\type_specializer.h                                  | C++        |        118 |        148 |         34 |        300 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\jit_compiler.cpp                                       | C++        |         22 |          6 |          8 |         36 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\jit_compiler.h                                         | C++        |        108 |         97 |         41 |        246 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\jit_manager.cpp                                        | C++        |        891 |        173 |        211 |      1,275 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\jit_manager.h                                          | C++        |        117 |        103 |         37 |        257 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\jit_profiler.cpp                                       | C++        |        481 |         16 |         89 |        586 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\jit_profiler.h                                         | C++        |        175 |        135 |         58 |        368 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\memory_manager.cpp                                     | C++        |        219 |         20 |         34 |        273 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\memory_manager.h                                       | C++        |         39 |         50 |         16 |        105 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\metatracing\trace_optimizer.cpp                        | C++        |        790 |        119 |        216 |      1,125 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\metatracing\trace_optimizer.h                          | C++        |         85 |         48 |         43 |        176 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\metatracing\trace_recorder.cpp                         | C++        |      1,576 |        424 |        325 |      2,325 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\metatracing\trace_recorder.h                           | C++        |        422 |        152 |        111 |        685 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\metatracing\tracing_jit.cpp                            | C++        |        706 |        253 |        201 |      1,160 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\metatracing\tracing_jit.h                              | C++        |        202 |        175 |         70 |        447 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\constant_folding.cpp                        | C++        |        820 |         86 |        141 |      1,047 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\constant_folding.h                          | C++        |         48 |         83 |         23 |        154 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\optimizing_jit.cpp                          | C++        |        732 |        170 |        187 |      1,089 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\optimizing_jit.h                            | C++        |        149 |         81 |         37 |        267 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\parallel_array_optimization.cpp             | C++        |        284 |         50 |         79 |        413 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\super_optimizing_jit.cpp                    | C++        |        344 |         62 |         68 |        474 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\super_optimizing_jit.h                      | C++        |         48 |         33 |         19 |        100 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\tiered_jit.cpp                              | C++        |        138 |         38 |         45 |        221 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\optimizing\tiered_jit.h                                | C++        |         38 |         22 |         12 |         72 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\execution_profiler.cpp                        | C++        |        163 |         25 |         47 |        235 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\execution_profiler.h                          | C++        |         56 |         63 |         22 |        141 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\jit_profiler.cpp                              | C++        |        220 |         48 |         77 |        345 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\jit_profiler.h                                | C++        |        298 |         66 |         62 |        426 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\profiler.cpp                                  | C++        |        233 |         53 |         51 |        337 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\profiler.h                                    | C++        |         97 |         82 |         28 |        207 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\type_info.cpp                                 | C++        |        141 |         28 |         37 |        206 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\profiler\type_info.h                                   | C++        |        197 |         78 |         70 |        345 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\registers\register_allocator.h                         | C++        |        310 |         59 |         70 |        439 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\registers\x86_64_registers.h                           | C++        |        206 |         23 |         36 |        265 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\tiered_jit_manager.cpp                                 | C++        |        583 |        106 |        134 |        823 |
| c:\Users\Aqua\Programming\AeroJS\src\core\jit\tiered_jit_manager.h                                   | C++        |        203 |         77 |         68 |        348 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\examples\mcp_client_example.cpp                        | C++        |        115 |         30 |         38 |        183 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\mcp_manager.cpp                                        | C++        |        112 |         15 |         38 |        165 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\mcp_manager.h                                          | C++        |         33 |         58 |         18 |        109 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\mcp_server.cpp                                         | C++        |        487 |         89 |        131 |        707 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\server\mcp_server.cpp                                  | C++        |        463 |         69 |        113 |        645 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\server\mcp_server.h                                    | C++        |        196 |        247 |         63 |        506 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tool\mcp_tool_manager.cpp                              | C++        |        480 |         58 |        119 |        657 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tool\mcp_tool_manager.h                                | C++        |        160 |         50 |         29 |        239 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tool\tool.cpp                                          | C++        |         30 |          7 |          8 |         45 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tool\tool.h                                            | C++        |         30 |         62 |         17 |        109 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tool\tool_result.cpp                                   | C++        |         35 |          7 |         11 |         53 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tool\tool_result.h                                     | C++        |         39 |         52 |         16 |        107 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tools\basic_tools.cpp                                  | C++        |      1,528 |         75 |        216 |      1,819 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\tools\basic_tools.h                                    | C++        |         46 |        170 |         35 |        251 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\utils\mcp_utils.cpp                                    | C++        |        150 |         22 |         36 |        208 |
| c:\Users\Aqua\Programming\AeroJS\src\core\mcp\utils\mcp_utils.h                                      | C++        |         49 |        105 |         19 |        173 |
| c:\Users\Aqua\Programming\AeroJS\src\core\network\http_server.cpp                                    | C++        |      1,007 |         99 |        255 |      1,361 |
| c:\Users\Aqua\Programming\AeroJS\src\core\network\http_server.h                                      | C++        |        268 |         72 |         76 |        416 |
| c:\Users\Aqua\Programming\AeroJS\src\core\network\websocket_server.cpp                               | C++        |        576 |        227 |        150 |        953 |
| c:\Users\Aqua\Programming\AeroJS\src\core\network\websocket_server.h                                 | C++        |        116 |        224 |         59 |        399 |
| c:\Users\Aqua\Programming\AeroJS\src\core\object.cpp                                                 | C++        |        437 |         65 |        111 |        613 |
| c:\Users\Aqua\Programming\AeroJS\src\core\object.h                                                   | C++        |        249 |        166 |         61 |        476 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\README.md                                           | Markdown   |         70 |          0 |         20 |         90 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\ast_visitor.h                                   | C++        |         82 |         10 |         12 |        104 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\node.h                                          | C++        |         75 |         30 |         18 |        123 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\node_type.h                                     | C++        |         97 |         42 |         20 |        159 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\node_visitor.h                                  | C++        |         44 |         17 |          8 |         69 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\all_nodes.h                               | C++        |        374 |         44 |         30 |        448 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\declarations\function_declaration.cpp     | C++        |        144 |         33 |         36 |        213 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\declarations\function_declaration.h       | C++        |         60 |         66 |         22 |        148 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\declarations\variable_declaration.cpp     | C++        |        182 |         26 |         35 |        243 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\declarations\variable_declaration.h       | C++        |         81 |         80 |         31 |        192 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\array_expression.cpp          | C++        |         92 |         11 |         21 |        124 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\array_expression.h            | C++        |         44 |        105 |         20 |        169 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\arrow_function_expression.cpp | C++        |        349 |        505 |        116 |        970 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\arrow_function_expression.h   | C++        |         54 |         42 |         16 |        112 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\assignment_expression.cpp     | C++        |        123 |         21 |         20 |        164 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\assignment_expression.h       | C++        |         72 |         77 |         23 |        172 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\binary_expression.cpp         | C++        |        188 |         11 |         31 |        230 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\binary_expression.h           | C++        |        109 |         98 |         36 |        243 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\call_expression.cpp           | C++        |        140 |         15 |         16 |        171 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\call_expression.h             | C++        |         62 |         39 |         23 |        124 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\class_expression.cpp          | C++        |         71 |          1 |          9 |         81 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\class_expression.h            | C++        |         40 |          6 |         10 |         56 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\conditional_expression.cpp    | C++        |         84 |         17 |         20 |        121 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\conditional_expression.h      | C++        |         50 |         50 |         20 |        120 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\function_expression.cpp       | C++        |        229 |         38 |         43 |        310 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\function_expression.h         | C++        |         60 |         66 |         22 |        148 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\identifier.cpp                | C++        |         38 |         13 |         13 |         64 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\identifier.h                  | C++        |         50 |         45 |         23 |        118 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\import_expression.cpp         | C++        |         81 |         20 |         17 |        118 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\import_expression.h           | C++        |         46 |         45 |         18 |        109 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\literal.cpp                   | C++        |         98 |         14 |         18 |        130 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\literal.h                     | C++        |         60 |         45 |         20 |        125 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\literals.cpp                  | C++        |        109 |         17 |         19 |        145 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\literals.h                    | C++        |         79 |        116 |         26 |        221 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\member_expression.cpp         | C++        |         73 |         13 |         10 |         96 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\member_expression.h           | C++        |         44 |         32 |         14 |         90 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\meta_property.cpp             | C++        |         70 |         26 |         18 |        114 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\meta_property.h               | C++        |         47 |         44 |         18 |        109 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\object_expression.cpp         | C++        |         75 |          8 |         13 |         96 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\object_expression.h           | C++        |         33 |         27 |         16 |         76 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\private_identifier.cpp        | C++        |         40 |         10 |         13 |         63 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\private_identifier.h          | C++        |         27 |         26 |         14 |         67 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\property.cpp                  | C++        |        121 |          7 |         21 |        149 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\property.h                    | C++        |         55 |         32 |         16 |        103 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\sequence_expression.cpp       | C++        |         75 |         14 |         15 |        104 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\sequence_expression.h         | C++        |         42 |         36 |         16 |         94 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\super.cpp                     | C++        |         37 |         13 |         12 |         62 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\super.h                       | C++        |         36 |         28 |         13 |         77 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\template_literal.cpp          | C++        |        143 |          4 |         19 |        166 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\template_literal.h            | C++        |         81 |         18 |         20 |        119 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\this_expression.cpp           | C++        |         34 |          7 |         12 |         53 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\this_expression.h             | C++        |         23 |         20 |         11 |         54 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\unary_expression.cpp          | C++        |        145 |         19 |         29 |        193 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\unary_expression.h            | C++        |         73 |         55 |         27 |        155 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\yield_await.cpp               | C++        |         86 |          2 |         14 |        102 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\expressions\yield_await.h                 | C++        |         51 |         10 |         14 |         75 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\node.cpp                                  | C++        |        126 |         72 |         33 |        231 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\node.h                                    | C++        |        223 |        191 |         47 |        461 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\array_pattern.cpp                | C++        |        156 |        114 |         41 |        311 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\array_pattern.h                  | C++        |         35 |         94 |         23 |        152 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\assignment_pattern.cpp           | C++        |        148 |         28 |         26 |        202 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\assignment_pattern.h             | C++        |         41 |         95 |         23 |        159 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\object_pattern.cpp               | C++        |        202 |         38 |         31 |        271 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\object_pattern.h                 | C++        |         41 |        101 |         24 |        166 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\patterns\rest_spread.cpp                  | C++        |         77 |          2 |          6 |         85 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\program.cpp                               | C++        |        132 |         97 |         40 |        269 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\program.h                                 | C++        |         84 |         42 |         19 |        145 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\control_flow.cpp               | C++        |        211 |         29 |         45 |        285 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\control_flow.h                 | C++        |        115 |         97 |         46 |        258 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\debugger_statement.cpp         | C++        |         38 |         14 |         12 |         64 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\debugger_statement.h           | C++        |         36 |         27 |         13 |         76 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\expression_statement.cpp       | C++        |         62 |         14 |         15 |         91 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\expression_statement.h         | C++        |         44 |         35 |         16 |         95 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\labeled_statement.cpp          | C++        |         74 |         13 |         19 |        106 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\labeled_statement.h            | C++        |         46 |         40 |         18 |        104 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\loop_statements.cpp            | C++        |        399 |         24 |         97 |        520 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\loop_statements.h              | C++        |        178 |        202 |         75 |        455 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\statement_node.h               | C++        |         33 |         41 |         11 |         85 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\statements.cpp                 | C++        |        246 |         25 |         46 |        317 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\statements.h                   | C++        |        121 |        116 |         51 |        288 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\switch_statement.cpp           | C++        |        176 |         23 |         31 |        230 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\switch_statement.h             | C++        |         74 |         71 |         30 |        175 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\try_statement.cpp              | C++        |        188 |         22 |         37 |        247 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\try_statement.h                | C++        |         79 |         86 |         32 |        197 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\with_statement.cpp             | C++        |         75 |         16 |         19 |        110 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\nodes\statements\with_statement.h               | C++        |         46 |         44 |         18 |        108 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\ast\visitors\ast_visitor.h                          | C++        |        424 |         64 |         33 |        521 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\error_recovery.h                                    | C++        |        128 |        144 |         32 |        304 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\hyper_parser.h                                      | C++        |        230 |         51 |         51 |        332 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\incremental_parser.cpp                              | C++        |        395 |         78 |        116 |        589 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\incremental_parser.h                                | C++        |         87 |        154 |         35 |        276 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\json\json_parser.cpp                                | C++        |        835 |        105 |        136 |      1,076 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\json\json_parser.h                                  | C++        |        256 |        515 |        120 |        891 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\json\json_parser_benchmark.cpp                      | C++        |          0 |          0 |          1 |          1 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\json\json_parser_test.cpp                           | C++        |        414 |         77 |         74 |        565 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\lexer.cpp                                     | C++        |        411 |         17 |         61 |        489 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\lexer.h                                       | C++        |        191 |        116 |         54 |        361 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\lexer_perfect.cpp                             | C++        |      1,619 |        215 |        240 |      2,074 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\scanner\scanner.cpp                           | C++        |        158 |         17 |         42 |        217 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\scanner\scanner.h                             | C++        |         46 |        154 |         33 |        233 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\token\token.cpp                               | C++        |        220 |         44 |         37 |        301 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\lexer\token\token.h                                 | C++        |        198 |        125 |         46 |        369 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\parser.cpp                                          | C++        |      1,429 |        270 |        239 |      1,938 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\parser.h                                            | C++        |        371 |        184 |         87 |        642 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\parser_error.h                                      | C++        |        312 |        136 |         62 |        510 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\sourcemap\source_location.h                         | C++        |         44 |         52 |         16 |        112 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\token.cpp                                           | C++        |      2,693 |        415 |        355 |      3,463 |
| c:\Users\Aqua\Programming\AeroJS\src\core\parser\token.h                                             | C++        |        405 |        132 |         71 |        608 |
| c:\Users\Aqua\Programming\AeroJS\src\core\quantum_jit.cpp                                            | C++        |        103 |         13 |         34 |        150 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\README.md                                          | Markdown   |         56 |          0 |         18 |         74 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\README.md                                 | Markdown   |         84 |          0 |         22 |        106 |
| c:\Users\Aqua\Programming\AeroJS\src\core\runtime\builtins\array\array.cpp                           | C++        |        222 |         33 |         64 |        319 |
